"Data Source","World Development Indicators",

"Last Updated Date","2022-07-20",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Macao SAR, China","MAC","Intentional homicides, female (per 100,000 female)","VC.IHR.PSRC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.09146086983404","","","","","","","","","","","","","","1.11556095982865","1.09430741283841","0","1.04793242931696","0.341117637828582","0.333095725049465","0.325711680020846","0.319231800595048","0","0.617764434066002","0.304588318428812","0","0.593045943269225","",
"Macao SAR, China","MAC","Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports)","TX.VAL.MRCH.R5.ZS","","","","","","","","","","","","","","","","","","","0.00115982819078401","0.00154039690893687","0.0342847823750273","","0.261867339061276","0.000795080044683499","0.00288240398560618","0.0577919292026809","0.00203669148197431","0.00279457908981276","0.0531574451219676","0.0384869232711623","0.0239588627560858","0.0331611012749793","0.0399800984601408","0.0316191853316263","0.0258010300970475","0.0335110475748394","0.0250151765221535","0.04830142009386","0.0385375651421067","0.066429564564685","0.062534108729121","0.0362536887462578","0.051792173522897","0.0350242974137947","0.039275259179594","0.0390683785220938","0.0347895314020533","0.0889450328610564","0.091344466471139","0.157513537374733","0.208294774421726","0.0778946074979421","0.090708501299895","0.172055667887096","0.220903656898849","0.361567878090018","0.560351397952295","0.818912373589991","0.502647285720024","0.358043307987213","0.196882500683603","",
"Macao SAR, China","MAC","Export unit value index (2015 = 100)","TX.UVI.MRCH.XD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.374120186","91.0675279122","90.8605667812","91.4120571647","92.8615293676","93.5169198706","95.6258112428","97.3285639995999","100.8332402441","98.250969287","103.186808029","111.1183919572","107.840285597","105.8074340141","104.6894256035","100","98.6846878586","100.3107901409","103.6610174106","101.7439705511","101.0010859603","",
"Macao SAR, China","MAC","Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports)","TM.VAL.MRCH.R2.ZS","","","","","","","","","","","","","","","","","","","0.000401672564558823","","","0.000139646275982935","0.00378528728928567","","","","","8.99618741577319E-05","","0.000521051266937489","0.000778213386026955","0.00104966507933124","0.0117612820508471","0.361756113001365","0.428458154811865","0.412048112628272","0.113455499680331","0.0847132511113741","0.0466393685582867","0.0194158810217461","0.0883441467921573","0.125362251860157","0.151903330395163","0.513930852607396","0.332002791864896","0.325593554696044","0.148867537361392","0.108267731069296","0.107394736371842","0.129837687510478","0.196466725800063","0.273190340215907","0.297173850047798","0.322890494174117","0.290565080360355","0.347527694809604","0.222554756212651","0.182626150589826","0.203432427610631","0.288720422503564","0.255322877490212","",
"Macao SAR, China","MAC","Share of tariff lines with specific rates, primary products (%)","TM.TAX.TCOM.SR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Macao SAR, China","MAC","Share of tariff lines with specific rates, manufactured products (%)","TM.TAX.MANF.SR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Macao SAR, China","MAC","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","629000","645000","599000","606000","671000","753000","908000","1291000","1446000","1537000","1466000","1251000","1391000","1780000","1765000","125000","",
"Macao SAR, China","MAC","Population, male","SP.POP.TOTL.MA.IN","82459","84053","87204","91577","96659","102022","107648","113492","119005","123536","126625","128088","128077","127008","125500","124032","122700","121481","120725","120810","122001","124429","128024","132547","137610","142907","148409","154098","159743","165049","169833","173977","177531","180687","183722","186848","190112","193504","197062","200854","204900","209259","213930","218876","224048","229402","234898","240530","246309","252255","258323","264555","270883","277154","283190","288841","294035","298830","303321","307706","312100","316528",
"Macao SAR, China","MAC","Population ages 70-74, female (% of female population)","SP.POP.7074.FE.5Y","1.94525171088403","1.90480598983949","1.83516137732626","1.75141364872448","1.6791025521946","1.64028378885793","1.61074842952028","1.63385611877297","1.69214979341562","1.75019820802892","1.7797403987689","1.81589132831083","1.82529227047136","1.83429633891126","1.87980368552644","1.97535693330726","2.09840686063897","2.26933361114005","2.46483180428135","2.64764895751548","2.78591364873712","2.70967850417003","2.56639324291399","2.40001869537445","2.26649988086729","2.18945391690318","2.11702040927249","2.10146479494818","2.11263669728189","2.11525391393516","2.10307903645759","2.13475390490186","2.15448892448735","2.16982924203728","2.19493721758217","2.23235633138537","2.24535579345088","2.27809611785479","2.32407154753056","2.36928480145632","2.40182705768333","2.340063585357","2.27347232451902","2.20448356895073","2.13611685625646","2.07014096843301","1.9845040284891","1.88579178252404","1.78117899919308","1.67684372560606","1.57882326040044","1.52264581979754","1.47942719526256","1.46728666884289","1.51162790697674","1.62648602403177","1.80495562895834","2.0441825123244","2.33040522429884","2.64350543968264","2.96997408389228","3.30161497441958",
"Macao SAR, China","MAC","Population ages 45-49, female (% of female population)","SP.POP.4549.FE.5Y","5.38928470985282","5.2202793561154","5.00427043063922","4.78266499762593","4.60901782304922","4.51572103318116","4.4276631830284","4.43579200174666","4.51152223304122","4.61462391624965","4.72032650876489","4.94376621331543","5.12457226185446","5.27443574543302","5.38602059113218","5.43967210605532","5.40240947290632","5.31392158905442","5.16382699868938","4.94460437930734","4.66127976293029","4.33060936238902","3.96410298058962","3.60509137364264","3.30593280914939","3.09568013202165","2.94317471533005","2.85106079191085","2.80629195620719","2.8264990997651","2.94281625216257","3.20519243400911","3.5697083511476","4.00088650611056","4.44912743516949","4.88651978919711","5.38757477959698","5.89033384813013","6.40578101035953","6.93087057655355","7.43476075953911","7.74700549702845","8.05975741113661","8.3815136707822","8.70847337125129","9.00769743668651","9.21183750086904","9.45282489942191","9.73550049642462","9.98701421870099","10.1260486187529","9.96199498389677","9.63589103338177","9.23507897699641","8.88704318936877","8.66522799535198","8.54609161545725","8.53966665431138","8.56289139598918","8.48470277093226","8.23978033578261","7.85519345468799",
